3210.0 0.0000000000
3230.0 0.0000100000
3250.0 0.0001600000
3270.0 0.0010600000
3290.0 0.0034800000
3310.0 0.0073700000
3330.0 0.0119900000
3350.0 0.0171800000
3370.0 0.0220600000
3390.0 0.0268100000
3410.0 0.0318200000
3430.0 0.0363100000
3450.0 0.0403900000
3470.0 0.0436100000
3490.0 0.0459500000
3510.0 0.0478800000
3530.0 0.0489500000
3550.0 0.0496900000
3570.0 0.0498600000
3590.0 0.0498400000
3610.0 0.0495800000
3630.0 0.0491200000
3640.0 0.0486800000
3650.0 0.0485400000
3670.0 0.0479300000
3690.0 0.0472900000
3710.0 0.0469000000
3730.0 0.0463800000
3750.0 0.0465500000
3770.0 0.0473400000
3790.0 0.0492400000
3810.0 0.0537900000
3830.0 0.0614400000
3850.0 0.0727800000
3870.0 0.0880400000
3890.0 0.1073600000
3910.0 0.1291700000
3930.0 0.1524000000
3950.0 0.1757000000
3970.0 0.1976700000
3990.0 0.2189000000
4010.0 0.2381000000
4030.0 0.2566200000
4050.0 0.2738400000
4070.0 0.2906500000
4090.0 0.3053200000
4110.0 0.3211100000
4130.0 0.3343200000
4150.0 0.3477900000
4170.0 0.3610800000
4190.0 0.3745500000
4210.0 0.3863500000
4230.0 0.3976500000
4250.0 0.4076800000
4270.0 0.4190700000
4290.0 0.4304200000
4310.0 0.4415700000
4330.0 0.4494700000
4350.0 0.4605800000
4370.0 0.4704100000
4390.0 0.4790900000
4410.0 0.4880000000
4430.0 0.4984500000
4450.0 0.5074500000
4470.0 0.5148300000
4490.0 0.5254300000
4510.0 0.5327200000
4530.0 0.5425000000
4550.0 0.5511500000
4570.0 0.5580400000
4590.0 0.5658800000
4610.0 0.5750500000
4630.0 0.5819000000
4650.0 0.5917600000
4670.0 0.5984400000
4690.0 0.6052300000
4710.0 0.6117300000
4730.0 0.6227400000
4750.0 0.6269600000
4770.0 0.6375100000
4790.0 0.6429100000
4810.0 0.6488000000
4830.0 0.6555100000
4850.0 0.6618200000
4870.0 0.6692100000
4890.0 0.6752300000
4910.0 0.6818600000
4930.0 0.6885700000
4950.0 0.6957600000
4970.0 0.7021700000
4990.0 0.7078400000
5010.0 0.7131400000
5030.0 0.7193400000
5050.0 0.7266700000
5070.0 0.7325600000
5090.0 0.7374500000
5110.0 0.7460700000
5130.0 0.7469500000
5150.0 0.7557200000
5170.0 0.7603700000
5190.0 0.7671800000
5210.0 0.7744200000
5230.0 0.7771500000
5250.0 0.7832500000
5270.0 0.7865500000
5290.0 0.7935800000
5310.0 0.7996800000
5330.0 0.8056200000
5350.0 0.8107000000
5370.0 0.8145500000
5390.0 0.8207300000
5410.0 0.8262100000
5430.0 0.8287900000
5450.0 0.8310400000
5470.0 0.8392300000
5490.0 0.8411400000
5510.0 0.8463600000
5530.0 0.8520400000
5550.0 0.8576400000
5570.0 0.8607300000
5590.0 0.8618300000
5610.0 0.8665500000
5630.0 0.8714900000
5650.0 0.8759700000
5670.0 0.8801000000
5690.0 0.8817500000
5710.0 0.8847600000
5730.0 0.8890500000
5750.0 0.8929200000
5770.0 0.8955600000
5790.0 0.9007200000
5810.0 0.9028600000
5830.0 0.9082600000
5850.0 0.9071800000
5870.0 0.9127900000
5890.0 0.9196600000
5910.0 0.9190900000
5930.0 0.9239800000
5950.0 0.9278800000
5970.0 0.9308500000
5990.0 0.9315300000
6010.0 0.9412900000
6030.0 0.9378800000
6050.0 0.9401600000
6070.0 0.9412600000
6090.0 0.9468600000
6110.0 0.9505900000
6130.0 0.9514900000
6150.0 0.9546000000
6170.0 0.9572100000
6190.0 0.9568300000
6210.0 0.9613700000
6230.0 0.9654200000
6250.0 0.9631800000
6270.0 0.9661500000
6290.0 0.9666100000
6310.0 0.9695400000
6330.0 0.9745900000
6350.0 0.9750000000
6370.0 0.9747900000
6390.0 0.9770700000
6410.0 0.9768500000
6430.0 0.9833000000
6450.0 0.9813900000
6470.0 0.9869100000
6490.0 0.9832700000
6510.0 0.9885600000
6530.0 0.9883700000
6550.0 0.9885600000
6570.0 0.9886800000
6590.0 0.9905800000
6610.0 0.9913800000
6630.0 0.9888300000
6650.0 0.9934000000
6670.0 0.9955300000
6690.0 0.9953600000
6710.0 0.9957800000
6730.0 0.9997800000
6750.0 0.9988200000
6770.0 0.9974800000
6790.0 0.9975100000
6810.0 0.9996600000
6830.0 0.9970700000
6850.0 0.9989400000
6870.0 0.9951200000
6890.0 0.9974900000
6910.0 0.9957200000
6930.0 0.9955200000
6950.0 0.9962100000
6970.0 0.9990100000
6990.0 0.9986000000
7010.0 1.0000000000
7030.0 0.9944300000
7050.0 0.9922600000
7070.0 0.9940100000
7090.0 0.9923200000
7110.0 0.9944500000
7130.0 0.9931400000
7150.0 0.9931100000
7170.0 0.9885600000
7190.0 0.9853500000
7210.0 0.9871000000
7230.0 0.9836000000
7250.0 0.9807800000
7270.0 0.9818300000
7290.0 0.9765400000
7310.0 0.9759000000
7330.0 0.9760300000
7350.0 0.9716600000
7370.0 0.9700200000
7390.0 0.9661500000
7410.0 0.9664100000
7430.0 0.9588400000
7450.0 0.9583300000
7470.0 0.9560300000
7490.0 0.9535800000
7510.0 0.9477500000
7530.0 0.9480000000
7550.0 0.9430700000
7570.0 0.9395500000
7590.0 0.9369900000
7610.0 0.9299400000
7630.0 0.9293000000
7650.0 0.9248100000
7670.0 0.9170600000
7690.0 0.9142200000
7710.0 0.9106800000
7730.0 0.9063200000
7750.0 0.8994700000
7770.0 0.8907200000
7790.0 0.8935800000
7810.0 0.8857100000
7830.0 0.8837100000
7850.0 0.8729700000
7870.0 0.8682500000
7890.0 0.8631600000
7910.0 0.8577600000
7930.0 0.8532700000
7950.0 0.8463900000
7970.0 0.8412700000
7990.0 0.8319900000
8010.0 0.8255400000
8030.0 0.8212200000
8050.0 0.8120300000
8070.0 0.8059500000
8090.0 0.7990400000
8110.0 0.7948100000
8130.0 0.7898800000
8150.0 0.7817200000
8170.0 0.7718600000
8190.0 0.7647400000
8210.0 0.7572000000
8230.0 0.7508100000
8250.0 0.7435600000
8270.0 0.7362900000
8290.0 0.7258600000
8310.0 0.7186700000
8330.0 0.7119800000
